block_id,rollout_depth,layer,block_qualified,layer_pass,packets_qualified,finite_crossfit,reproducible,broken_square_sensitive,split_half_singular_floor,split_half_floor_ceiling,exact_response_half_1,exact_response_half_2,broken_response_half_1,broken_response_half_2,broken_sensitivity_threshold,crossfit_energy_training_half_1,crossfit_energy_training_half_2,maximum_edge_condition,maximum_path_condition,minimum_edge_rank,minimum_path_rank,packet_disagreement_delta_fro,packet_disagreement_path_p_fro,packet_disagreement_path_q_fro,packet_disagreement_h_path_fro,packet_disagreement_h_edge_fro,map_derived_competence,qualified_block_primary_amplitude,amplitude_status
B01,2,21,False,True,True,True,True,True,0.11215343692566784,0.2,0.02642889792217453,0.0522569117789081,1.255741995101938,1.0948972642069024,0.2243068738513357,0.0008727748659926504,0.0016595614269959084,33.725672661921465,49.84273724331445,4,4,0.1020668988493284,0.4039438151263146,0.40377042665060375,0.09024865482762955,0.09598410350853734,5.6455078125,,UNQUALIFIED_NO_IMPUTATION
B01,2,43,False,False,True,True,False,False,0.4853782143102775,0.2,0.06466743679235407,0.02689656600711155,0.8974973332662576,1.4896884380439537,0.970756428620555,0.002118180855210576,0.00034195217091277636,72.01764046939621,68.79578306791214,4,4,0.1449887166710615,1.4973763056713048,1.5544051170804445,0.094760392331028,0.07585124499897689,5.6455078125,,UNQUALIFIED_NO_IMPUTATION
B01,2,62,False,False,True,True,False,True,0.3267500683891519,0.2,0.07727826653523504,0.06180188923787349,1.5741376893778285,1.7177610779849934,0.6535001367783038,0.0002448203281293076,0.0002992057232245422,635.8533913706082,628.5377699608047,4,4,0.11281978343912011,1.1041100295092752,1.0757696793790141,2.000403598265374,2.001378369456176,5.6455078125,,UNQUALIFIED_NO_IMPUTATION
B02,2,21,False,True,True,True,True,True,0.08226317350290384,0.2,0.05908818609055873,0.044283626559900376,1.115844286824186,1.121258106140388,0.16452634700580768,0.002046685008602061,0.0015868820748452372,272.3264855301713,3797.601009355092,4,4,0.13347823629996575,0.5991015031921453,0.6024301636270303,2.000376407693159,2.0025839996985035,6.179361979166666,,UNQUALIFIED_NO_IMPUTATION
B02,2,43,False,False,True,True,False,True,0.28566276792087514,0.2,0.04007433156676024,0.02477337581043391,1.3578815353958558,1.636692565332667,0.5713255358417503,0.0006271528333425712,0.0005735180222895111,279.6539714530793,254.89437681568074,4,4,0.06221758831178585,0.9431033958969098,0.9215139592103982,0.0612149268587489,0.05689290639913277,6.179361979166666,,UNQUALIFIED_NO_IMPUTATION
B02,2,62,False,False,True,True,False,True,0.274305850107363,0.2,0.03169980258433205,0.08381226697533029,1.7412519948707357,1.3931426915224583,0.548611700214726,0.00011423716976239821,0.0004605629540019164,308.8266711161818,300.0296476555735,4,4,0.1574159631150663,0.8306170368470381,0.8639561925174642,0.09740386914325339,0.091134821160365,6.179361979166666,,UNQUALIFIED_NO_IMPUTATION
B03,2,21,False,False,True,True,False,True,0.25296964367676544,0.2,0.3415702793991741,0.18125682594272455,1.121992802814602,1.0253214610736734,0.5059392873535309,0.07563051443534653,0.03023644536844742,1619.9870939088453,2159.203755910634,4,4,0.7564405863177895,0.770056800570717,1.0333116332584058,2.0107613647043214,2.011547702734392,8.754557291666666,,UNQUALIFIED_NO_IMPUTATION
B03,2,43,False,True,True,True,True,True,0.09139060945893603,0.2,0.030794384161238083,0.020867032800508948,0.8301805071607696,0.6704130413343652,0.18278121891787205,0.000606805022921429,0.0002838934116469081,124.46800601960989,118.18497315575702,4,4,0.06355389624470308,1.0871270285214254,1.070077654396879,0.03898861626851063,0.07087378926981365,8.754557291666666,,UNQUALIFIED_NO_IMPUTATION
B03,2,62,False,False,True,True,False,True,0.2263633611255295,0.2,0.05440800364595108,0.023982338926862003,0.8409100064576607,1.3072221854407824,0.452726722251059,0.0002644517525961517,0.000106942025430527,337.73091267102757,342.0973059418575,4,4,0.11281735015376444,1.281061253805115,1.209269441219323,0.13966440859441534,0.14662641481401179,8.754557291666666,,UNQUALIFIED_NO_IMPUTATION
B04,2,21,False,True,True,True,True,True,0.05361162249825796,0.2,0.18033529845652654,0.29754063295807043,1.2644731071204252,1.1419673024875687,0.3475406329580704,0.023882423771098296,0.04620073200670163,7.705401416990483,11.439687728122257,4,4,0.6252339702958042,0.937378600024207,0.537568378737666,0.37142546989853753,0.27465555509948314,7.818033854166667,,UNQUALIFIED_NO_IMPUTATION
B04,2,43,False,True,True,True,True,True,0.1660418818834008,0.2,0.04866701477456038,0.028996128997814546,0.6154295205165454,0.8388431851110637,0.3320837637668016,0.0010886943267885134,0.0005173387196136037,9.840555591010824,9.371130242385725,4,4,0.1018063388810068,1.7651730062734219,1.7164911699565335,0.1184221676955653,0.12946099165478425,7.818033854166667,,UNQUALIFIED_NO_IMPUTATION
B04,2,62,False,False,True,True,False,True,0.31295507157479924,0.2,0.04859348183427038,0.4557313980701789,2.128726664472958,1.6847302366213872,0.6259101431495985,0.00014909174803922392,0.007253289334308217,78.68090929459586,58.37848585298868,4,4,0.8411259235139036,2.4207495002466786,1.7142217754138847,0.8044915462069465,0.7507973996156851,7.818033854166667,,UNQUALIFIED_NO_IMPUTATION
B05,2,21,False,True,True,True,True,True,0.08110513636903785,0.2,0.04094943953072756,0.06115418313985389,1.2518861760757682,1.2328790486853087,0.1622102727380757,0.0012296317288213738,0.0024517162457105422,1.522291150995225,1.5737904289754974,4,4,0.07469651796335906,0.2823514875388746,0.273997495868145,0.026295098050796877,0.024531018600405533,7.495442708333334,,UNQUALIFIED_NO_IMPUTATION
B05,2,43,False,False,True,True,False,True,0.20988461943166284,0.2,0.045564804714281565,0.04437641649979969,1.2645815682231618,1.136051579621568,0.4197692388633257,0.0011653705855513023,0.0009487208199502882,28.909022941505775,29.354018137556086,4,4,0.09542365629961293,1.087234384451551,1.0600550966707687,0.12381413174853945,0.08814788359220221,7.495442708333334,,UNQUALIFIED_NO_IMPUTATION
B05,2,62,False,False,True,True,False,True,0.20821758847505242,0.2,0.08390650194533875,0.062254041181031256,2.7993646160445507,2.594482698124128,0.41643517695010485,0.0005731473206604078,0.0002798372740744117,65.19927682585563,63.51903093939521,4,4,0.15137505399598694,0.8665954114918417,0.9562928710027387,0.11340848005281408,0.07757819111788043,7.495442708333334,,UNQUALIFIED_NO_IMPUTATION
B06,4,21,True,True,True,True,True,True,0.12884874733305218,0.2,0.05076265343741851,0.21303152517195,1.2952848079126804,1.1614740143278286,0.26303152517195,0.0023002070284000664,0.0363593387858545,2.1020622605144124,3.1223305342863186,4,4,0.47685194830395317,0.6389509836729415,0.604919794010199,0.18916678855258257,0.2475392377722864,7.802734375,0.08318679482804235,QUALIFIED_VALUE
B06,4,43,True,True,True,True,True,True,0.14961902416613568,0.2,0.029772602574662934,0.030354125451713055,1.0298516106514928,0.9751284238446531,0.29923804833227136,0.00017976301873043603,0.00026569403886454154,12.81334421666138,12.037817938016312,4,4,0.038637967255329995,0.4576319956537719,0.4698036439533373,0.017558258864519966,0.03400914723447527,7.802734375,0.08318679482804235,QUALIFIED_VALUE
B06,4,62,True,True,True,True,True,True,0.16207465555840436,0.2,0.1620057327563262,0.09886291092007021,1.1750091663484006,1.2631224324101629,0.3241493111168087,0.0017985117327385218,0.0006167423979888153,62.56115771137316,62.012562149710305,4,4,0.4381505733306661,1.1554532360670213,1.0630658867156464,0.50869867937632,0.47743944260310783,7.802734375,0.08318679482804235,QUALIFIED_VALUE
B07,4,21,False,False,True,True,False,True,0.2862894182953556,0.2,0.10536077001397567,0.10955310342861084,1.3879164709314675,1.4501995407918544,0.5725788365907112,0.008814527189074196,0.011055084541830485,13.346977904926515,18.06581460047509,4,4,0.2832649167649282,1.2061729601066855,1.2689534901646524,2.000789554620266,2.0005372436579894,7.48486328125,,UNQUALIFIED_NO_IMPUTATION
B07,4,43,False,True,True,True,True,True,0.19935425765329068,0.2,0.03567732061849428,0.05969170370843636,1.3054450202236065,1.231015407195225,0.39870851530658136,0.000613715804090023,0.001955984041979462,23.97579946379191,23.624040829580025,4,4,0.14063641787376313,1.0078965914809161,1.077661863941628,0.06789292900722307,0.09079882402734996,7.48486328125,,UNQUALIFIED_NO_IMPUTATION
B07,4,62,False,False,True,True,False,True,0.2769401657868939,0.2,0.06123869607313582,0.08324003978960198,3.6021860181878522,1.5242596786967966,0.5538803315737878,0.0001452006206339202,0.00023507955134349087,40.937297490109074,39.11768204401156,4,4,0.1399690506796855,1.652547061319157,1.6544737333391852,0.14140980573027076,0.1518706579741986,7.48486328125,,UNQUALIFIED_NO_IMPUTATION
B08,4,21,False,False,True,True,False,True,0.21730529173957344,0.2,0.13851892417305733,0.02663903154404031,1.1644659018020507,1.1595080072069672,0.4346105834791469,0.011375764773784549,0.0005603298924297739,5.719820078253986,5.5437078804452575,4,4,0.28487948390813744,0.6415925045411742,0.7953085989317106,0.2601180333516616,0.27247379528909926,9.579996744791666,,UNQUALIFIED_NO_IMPUTATION
B08,4,43,False,True,True,True,True,True,0.09210879800275161,0.2,0.04449359097918459,0.03479744352165292,1.2968824255732525,1.208072986278365,0.18421759600550322,0.0005161591708267566,0.0004719325437420628,6.8759402041667155,6.717160801755298,4,4,0.11057719963803361,0.6697585012442594,0.6908144432653917,0.13645513278254784,0.11417713541828955,9.579996744791666,,UNQUALIFIED_NO_IMPUTATION
B08,4,62,False,False,True,True,False,True,0.3224811007343032,0.2,0.11096678766658846,0.0880529650260642,1.7083154872710926,3.3421438293464325,0.6449622014686064,0.0002052885387406093,0.00015353291090264385,218.7439490043848,206.0688229663935,4,4,0.3150963376592631,1.7031700176226778,1.4826385446109969,0.24881767086724577,0.29883121018467584,9.579996744791666,,UNQUALIFIED_NO_IMPUTATION
B09,4,21,True,True,True,True,True,True,0.17497451993288934,0.2,0.1571992020540867,0.2838837830315989,0.7661534024404174,0.8061176719509203,0.3499490398657787,0.01596270939259086,0.03714175571526323,39.712413583626606,66.94186541025319,4,4,0.41089619058731397,0.6884336465880343,0.45177246189865816,2.003404904640531,2.0021823410092354,9.616048177083332,0.09633766593211267,QUALIFIED_VALUE
B09,4,43,True,True,True,True,True,True,0.12984994836109243,0.2,0.07624425945618497,0.049223598307520385,0.9309964495166625,0.7049703608209215,0.25969989672218485,0.0013215373390802066,0.0006066558394337798,43.53862233242919,43.40323209235831,4,4,0.16429395949096406,0.8110819905537444,0.913025183325004,0.1682629438746382,0.17058839049695693,9.616048177083332,0.09633766593211267,QUALIFIED_VALUE
B09,4,62,True,True,True,True,True,True,0.13502771147281564,0.2,0.07509312507798807,0.0916642234649049,2.529311429274115,2.249356747838122,0.2700554229456313,0.00019860169510398123,0.00045441528201200143,26.56684281570931,26.470090821016882,4,4,0.16905183634897863,2.244586817353354,2.1663795158209074,0.059182017947542055,0.10489426443871537,9.616048177083332,0.09633766593211267,QUALIFIED_VALUE
B10,4,21,False,False,True,True,False,True,0.2141266496019133,0.2,0.15944209314160313,0.06437311864604428,0.5426260383598199,1.039946434966977,0.4282532992038266,0.00833046372318247,0.004207880180179628,14.071548483229057,37.29534037655215,4,4,0.3604227163009433,0.6645967064875541,0.5738179694187941,0.3412743764250237,0.3348728686511987,6.458984375,,UNQUALIFIED_NO_IMPUTATION
B10,4,43,False,True,True,True,True,True,0.17888612576183036,0.2,0.39007247503260756,0.031117861058754758,1.6602333131522509,1.4677335582198372,0.44007247503260755,0.029690159743497785,0.00026077525616550784,22.655075027497993,23.81761375318267,4,4,0.7519639600323477,1.1251417420522771,0.6573649843222752,2.005225297109895,2.0038703008971726,6.458984375,,UNQUALIFIED_NO_IMPUTATION
B10,4,62,False,True,True,True,True,True,0.14843904755388732,0.2,0.040404488435175426,0.0818720660930333,1.440272107452186,0.8062471286459719,0.29687809510777463,0.00015969754648497382,0.0007027750790702767,11.577596952084193,11.945891574886021,4,4,0.16132851404831552,0.8015192009469683,0.8125455703969114,0.14240879440884824,0.14727250677126327,6.458984375,,UNQUALIFIED_NO_IMPUTATION
B11,6,21,False,False,True,True,False,True,0.2717717214082725,0.2,0.2596905701420703,0.08174020145801447,1.2124676103389191,1.1316109646389145,0.543543442816545,0.03879886347889479,0.004497933999907657,44.47168643884366,110.42174608008403,4,4,0.44075548195927594,0.327236235847143,0.7049225791721019,0.20579878679089741,0.3931705806214803,6.54150390625,,UNQUALIFIED_NO_IMPUTATION
B11,6,43,False,True,True,True,True,True,0.08667120458773143,0.2,0.022840484997507574,0.03213375123288477,1.09097278217974,1.2364460987393524,0.17334240917546287,0.00026152565584539153,0.00037702253083458177,23.531141726596534,23.37271958246283,4,4,0.0751198443275899,0.5611708901087481,0.5671427824541978,0.12919907944485867,0.09990474930575467,6.54150390625,,UNQUALIFIED_NO_IMPUTATION
B11,6,62,False,False,True,True,False,True,0.21291290357709672,0.2,0.12110968797614007,0.06519562284537193,2.9852783677670183,2.4217020934195586,0.42582580715419344,0.0032760782063107527,0.00036454127591963297,248.90113060961687,244.27710441622327,4,4,0.31113435111435994,1.8288070298253474,1.7340705258554752,0.22843363371449932,0.16458588457834128,6.54150390625,,UNQUALIFIED_NO_IMPUTATION
